model,arm,scoring,micro_f1_mean,micro_f1_sd,fixed_reference_recall_mean,fixed_reference_recall_sd,exact_match_mean,exact_match_sd
anthropic/claude-sonnet-4.5,context_pos,unique_position,58.90693408138646,0.1733074412065563,59.93046829186563,0.1606850981205548,59.005524861878456,0.1513045738964586
google/gemini-3.1-flash-lite,additive_pos,set,74.54448578702765,0.5436796585577179,82.5827158466876,0.6276795580385809,63.425414364640886,0.5018205006791453
google/gemini-3.1-flash-lite,additive_pos,unique_position,60.11036093835192,0.6002936790198483,61.533950603948746,0.6253346566439273,59.226519337016576,0.6052182955858185
google/gemini-3.1-flash-lite,additive_verbs,set,72.98991722497547,0.5643311995484958,82.5827158466876,0.6276795580385809,62.09944751381215,0.5313642005986561
google/gemini-3.1-flash-lite,additive_verbs,unique_position,58.83167831950949,0.579491928287204,61.533950603948746,0.6253346566439273,58.39779005524861,0.60521829558582
google/gemini-3.1-flash-lite,all_verbs,set,72.08790847905621,0.6220288882592774,77.73818710241422,0.7006112779067779,62.26519337016575,0.5018205006791399
google/gemini-3.1-flash-lite,all_verbs,unique_position,57.94093273564553,0.5707270621476517,57.49700942036186,0.6260726384945564,58.56353591160221,0.516803506460491
google/gemini-3.1-flash-lite,baseline,set,76.1895802373401,0.5502298090589264,82.5827158466876,0.6276795580385809,65.35911602209944,0.5018205006791391
google/gemini-3.1-flash-lite,baseline,unique_position,61.54570785765157,0.5931857109842398,61.533950603948746,0.6253346566439273,60.88397790055249,0.6052182955858219
google/gemini-3.1-flash-lite,context_pos,set,73.9941477734906,0.5670542659133121,79.98753937152462,0.6324068117484168,63.591160220994475,0.45391372168936844
google/gemini-3.1-flash-lite,context_pos,unique_position,59.57005335760826,0.5673137205946995,59.22712707047053,0.6257244906618306,59.392265193370164,0.5168035064604929
google/gemini-3.5-flash,additive_pos,set,71.26156661828132,0.4023978491768233,82.58699107791492,0.4800806621538528,58.950276243093924,0.5018205006791453
google/gemini-3.5-flash,additive_pos,unique_position,57.43497097005109,0.5889051713024819,60.91722412570662,0.5321570270326254,55.0828729281768,0.4622431085823598
google/gemini-3.5-flash,additive_verbs,set,69.82942909721659,0.40387487828978735,82.58699107791492,0.4800806621538528,57.790055248618785,0.36017692846423466
google/gemini-3.5-flash,additive_verbs,unique_position,56.25964545157723,0.591084772039287,60.91722412570662,0.5321570270326254,54.3646408839779,0.36017692846423793
google/gemini-3.5-flash,all_verbs,set,69.73641301011196,0.35952702435336276,78.27528967232425,0.4162133805522038,57.790055248618785,0.36017692846423466
google/gemini-3.5-flash,all_verbs,unique_position,55.99413614524058,0.49619891127755406,57.158316680919086,0.46510260656191543,54.3646408839779,0.36017692846423793
google/gemini-3.5-flash,baseline,set,73.3972014177405,0.45360499615638944,82.58699107791492,0.4800806621538528,60.88397790055249,0.5018205006791453
google/gemini-3.5-flash,baseline,unique_position,59.18910888170764,0.5803061467384344,60.91722412570662,0.5321570270326254,56.74033149171271,0.4622431085823617
google/gemini-3.5-flash,context_pos,set,71.60797527468435,0.45472574141192595,80.37581523470239,0.4805262296482286,58.950276243093924,0.5018205006791453
google/gemini-3.5-flash,context_pos,unique_position,57.3296394602509,0.580465161571721,58.70604828249409,0.5342973702517804,55.0828729281768,0.4622431085823598
google/gemma-3-4b-it,additive_pos,set,34.9734188421575,0.3248772589023957,69.90192967801899,0.45919727678137007,17.01413815208907,0.2541608103684825
google/gemma-3-4b-it,additive_pos,unique_position,15.552180493015472,0.20264457400297006,29.12634031093338,0.2886567183906609,16.16906504730152,0.25394481772124156
google/gemma-3-4b-it,additive_verbs,set,34.05029977158281,0.34582353914829117,68.68831695269883,0.46244872558939576,15.887374012372335,0.25387525948182704
google/gemma-3-4b-it,additive_verbs,unique_position,15.336412125271885,0.20537386598286553,29.12634031093338,0.2886567183906609,15.042300907584783,0.25367391673879014
google/gemma-3-4b-it,all_verbs,set,39.281344616579425,0.4329693370980912,63.22705968875806,0.4776096374306852,22.929332485741593,0.29526950240523386
google/gemma-3-4b-it,all_verbs,unique_position,23.112575846472183,0.28572718776475037,33.91981560245795,0.2805879597014163,21.802568346024856,0.2964459718247241
google/gemma-3-4b-it,baseline,set,31.155659590788506,0.28417359913138107,53.82211037722758,0.31737064599835424,18.028067088495554,0.3365006043884606
google/gemma-3-4b-it,baseline,unique_position,18.719148435112377,0.25654719767308376,28.822937129603336,0.2884914417059212,17.182993983708,0.33682602793606675
google/gemma-3-4b-it,context_pos,set,40.71229270991299,0.4333392863056935,65.6542851393984,0.470767159807949,23.774405590529145,0.29439529369466005
google/gemma-3-4b-it,context_pos,unique_position,24.530517919414624,0.28701258922328465,35.43683150910816,0.28009006774490214,22.929332485741593,0.29526950240523386
openai/gpt-5.4,additive_pos,set,72.61893036649171,0.2987456894444745,80.34769089110722,0.5363927493017536,63.646408839779006,0.8865638970100138
openai/gpt-5.4,additive_pos,unique_position,57.517690617323865,0.610884651549375,57.74571688685484,0.4529590677277451,59.33701657458563,0.8378867893979629
openai/gpt-5.4,additive_verbs,set,71.4747665344821,0.4409552757072415,80.17444610139833,0.6863966637004197,62.98342541436464,0.9161946934683408
openai/gpt-5.4,additive_verbs,unique_position,56.72080894999579,0.7925339904632076,57.74571688685484,0.4529590677277451,59.06077348066299,0.8378867893979651
openai/gpt-5.4,all_verbs,set,70.4983061917233,0.6126901738227041,75.95493149795311,0.7527043004096511,63.03867403314917,0.9844491536577604
openai/gpt-5.4,all_verbs,unique_position,55.57889337279247,0.7834167661489201,54.10424082822909,0.6925584245174509,59.11602209944751,0.8951299307193198
openai/gpt-5.4,baseline,set,74.05257997673257,0.29320850413373434,80.17444610139833,0.6863966637004197,66.13259668508287,0.8865638970100087
openai/gpt-5.4,baseline,unique_position,58.832286379941884,0.6253610633609775,57.74571688685484,0.4529590677277451,61.54696132596685,0.8603542266517932
openai/gpt-5.4,context_pos,set,71.6435177366039,0.4651705830378238,77.34189026490903,0.5531331425248392,63.86740331491713,0.9448967611318867
openai/gpt-5.4,context_pos,unique_position,56.39753984721979,0.8084346043661068,54.971132064858274,0.6763186700774552,59.55801104972375,0.9286042162415253
openai/gpt-5.4-mini,additive_pos,set,58.60425224264157,1.0797157067733314,78.93003867938094,1.3244884349562691,44.69613259668508,1.094564240671765
openai/gpt-5.4-mini,additive_pos,unique_position,40.58876878839987,0.7404781725107185,50.98258822511314,1.7457085952527334,42.209944751381215,0.9244862171647242
openai/gpt-5.4-mini,additive_verbs,set,56.64046799708505,0.9329826207432372,77.07702424278193,1.4016001771457338,43.0939226519337,0.9766668248432976
openai/gpt-5.4-mini,additive_verbs,unique_position,40.132838369330166,0.625337932930986,50.98258822511314,1.7457085952527334,41.16022099447514,0.8053800959731077
openai/gpt-5.4-mini,all_verbs,set,61.24153171289839,1.1494908402308115,71.80969268614771,1.2829013023854132,47.23756906077348,1.0149819376173388
openai/gpt-5.4-mini,all_verbs,unique_position,47.87481930520783,0.897995159359039,51.44271524011093,1.455834927876391,44.64088397790055,0.8194694460879185
openai/gpt-5.4-mini,baseline,set,59.25266724749715,0.9279880585569444,71.00106158916455,1.5416670317459111,46.07734806629834,1.094564240671765
openai/gpt-5.4-mini,baseline,unique_position,46.249275056113085,0.7005385318598991,50.98258822511314,1.7457085952527334,43.591160220994475,0.9244862171647242
openai/gpt-5.4-mini,context_pos,set,64.27464146902834,1.1539137873592138,75.62951217028872,1.3274405937903295,49.11602209944751,0.9036147642981307
openai/gpt-5.4-mini,context_pos,unique_position,50.190964016482695,0.6394428286209769,54.33727026568532,1.318804532149392,45.966850828729285,0.6652814684415632
openai/gpt-oss-20b,additive_pos,set,61.73866779454385,0.6895928756063225,66.7477837698837,1.0649208768611218,52.68346061431566,0.9089685195363283
openai/gpt-oss-20b,additive_pos,unique_position,45.692673402072124,0.5814897733860526,46.604760556591266,0.5553543418677084,49.58464057789137,0.9027315740922947
openai/gpt-oss-20b,additive_verbs,set,60.090691184504784,0.5360682765483975,66.50824473196529,1.1309804016291334,51.57665171944109,0.7477760348147184
openai/gpt-oss-20b,additive_verbs,unique_position,44.73780249291853,0.4386985249864054,46.604760556591266,0.5553543418677084,49.03123613045408,0.7394468727448372
openai/gpt-oss-20b,all_verbs,set,62.52397177587585,0.4214537951450427,62.900515928459484,0.6142441193973348,54.23287063252781,0.6328083635748742
openai/gpt-oss-20b,all_verbs,unique_position,49.529095161350774,0.6538016679394539,46.2459278984534,0.6135389226119399,51.024012488330456,0.5928768495657512
openai/gpt-oss-20b,baseline,set,61.51344356413792,0.8838710983177279,63.01764451931573,1.3164666187282619,54.23256454599715,1.13070835712767
openai/gpt-oss-20b,baseline,unique_position,48.90237697114813,0.6729465885237249,46.604760556591266,0.5553543418677084,51.02324727200379,1.0099038539365481
openai/gpt-oss-20b,context_pos,set,64.01815232238665,0.5418690375057693,64.10424151383116,0.7608254837099875,55.72703203195543,0.7290803908803767
openai/gpt-oss-20b,context_pos,unique_position,50.37298446778092,0.5510724739704616,46.789254198819386,0.7056489670019722,51.909214735005584,0.6300449414153706
