prompt,model,model_slug,reference_columns,repeat,total_items,evaluated_items,error_runs,skipped_missing_prediction,skipped_no_reference,tp,fp,fn,precision,recall,micro_f1,position_sensitive_tp,position_sensitive_fp,position_sensitive_fn,position_sensitive_precision,position_sensitive_recall,position_sensitive_micro_f1,argument_order_agnostic_tp,argument_order_agnostic_fp,argument_order_agnostic_fn,argument_order_agnostic_precision,argument_order_agnostic_recall,argument_order_agnostic_micro_f1,exact_best_matches,exact_best_match_rate,no_relation_best_matches
lasha,google/gemini-3.1-flash-lite,google_gemini-3.1-flash-lite,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,1,362,362,0,0,0,285,144,61,0.6643356643356644,0.8236994219653179,0.7354838709677419,226,203,105,0.5268065268065268,0.6827794561933535,0.5947368421052631,285,143,61,0.6658878504672897,0.8236994219653179,0.7364341085271318,225,0.6215469613259669,68
lasha,google/gemini-3.1-flash-lite,google_gemini-3.1-flash-lite,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,2,362,362,0,0,0,290,143,57,0.6697459584295612,0.8357348703170029,0.7435897435897436,230,203,102,0.5311778290993071,0.6927710843373494,0.6013071895424836,290,142,57,0.6712962962962963,0.8357348703170029,0.7445442875481386,230,0.6353591160220995,69
lasha,google/gemini-3.1-flash-lite,google_gemini-3.1-flash-lite,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,3,362,362,0,0,0,288,139,58,0.6744730679156908,0.8323699421965318,0.7451487710219923,228,199,103,0.5339578454332553,0.6888217522658611,0.6015831134564644,288,138,58,0.676056338028169,0.8323699421965318,0.7461139896373057,230,0.6353591160220995,70
lasha,google/gemini-3.1-flash-lite,google_gemini-3.1-flash-lite,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,4,362,362,0,0,0,282,146,60,0.6588785046728972,0.8245614035087719,0.7324675324675325,228,200,105,0.5327102803738317,0.6846846846846847,0.5992115637319316,282,145,60,0.6604215456674473,0.8245614035087719,0.7334200260078023,228,0.6298342541436464,70
lasha,google/gemini-3.1-flash-lite,google_gemini-3.1-flash-lite,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,5,362,362,0,0,0,289,140,56,0.6736596736596736,0.8376811594202899,0.7467700258397932,231,198,102,0.5384615384615384,0.6936936936936937,0.6062992125984252,289,139,56,0.6752336448598131,0.8376811594202899,0.7477360931435963,231,0.638121546961326,70
lasha,google/gemini-3.5-flash,google_gemini-3.5-flash,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,1,362,362,0,0,0,299,190,61,0.6114519427402862,0.8305555555555556,0.7043580683156655,234,255,112,0.4785276073619632,0.6763005780346821,0.5604790419161677,301,184,60,0.6206185567010309,0.8337950138504155,0.7115839243498818,213,0.5883977900552486,54
lasha,google/gemini-3.5-flash,google_gemini-3.5-flash,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,2,362,362,0,0,0,300,190,59,0.6122448979591837,0.8356545961002786,0.7067137809187279,235,255,110,0.47959183673469385,0.6811594202898551,0.562874251497006,302,184,58,0.6213991769547325,0.8388888888888889,0.7139479905437353,211,0.5828729281767956,53
lasha,google/gemini-3.5-flash,google_gemini-3.5-flash,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,3,362,362,0,0,0,303,192,57,0.6121212121212121,0.8416666666666667,0.7087719298245614,234,261,112,0.4727272727272727,0.6763005780346821,0.5564803804994055,305,186,56,0.6211812627291242,0.8448753462603878,0.715962441314554,213,0.5883977900552486,53
lasha,google/gemini-3.5-flash,google_gemini-3.5-flash,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,4,362,362,0,0,0,301,196,58,0.6056338028169014,0.8384401114206128,0.7032710280373832,233,264,112,0.4688128772635815,0.6753623188405797,0.5534441805225653,303,190,57,0.6146044624746451,0.8416666666666667,0.7104337631887456,211,0.5828729281767956,52
lasha,google/gemini-3.5-flash,google_gemini-3.5-flash,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,5,362,362,0,0,0,303,186,58,0.6196319018404908,0.8393351800554016,0.7129411764705882,238,251,109,0.4867075664621677,0.6858789625360231,0.569377990430622,305,180,57,0.6288659793814433,0.8425414364640884,0.7201889020070839,215,0.5939226519337016,53
lasha,google/gemma-3-4b-it,google_gemma-3-4b-it,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,1,362,354,8,8,0,245,515,92,0.3223684210526316,0.7270029673590505,0.44667274384685507,127,633,198,0.16710526315789473,0.39076923076923076,0.23410138248847925,246,435,92,0.36123348017621143,0.727810650887574,0.48282630029440626,99,0.2796610169491525,39
lasha,google/gemma-3-4b-it,google_gemma-3-4b-it,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,2,362,355,7,7,0,249,514,89,0.32634338138925295,0.7366863905325444,0.45231607629427795,131,632,195,0.17169069462647443,0.401840490797546,0.24058769513314968,250,434,89,0.3654970760233918,0.7374631268436578,0.4887585532746823,103,0.29014084507042254,42
lasha,google/gemma-3-4b-it,google_gemma-3-4b-it,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,3,362,355,7,7,0,247,516,90,0.3237221494102228,0.7329376854599406,0.4490909090909091,128,635,197,0.16775884665792923,0.39384615384615385,0.23529411764705882,248,437,90,0.362043795620438,0.7337278106508875,0.48484848484848486,101,0.28450704225352114,42
lasha,google/gemma-3-4b-it,google_gemma-3-4b-it,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,4,362,355,7,7,0,249,516,90,0.3254901960784314,0.7345132743362832,0.45108695652173914,132,633,194,0.17254901960784313,0.4049079754601227,0.24197983501374887,250,437,90,0.363901018922853,0.7352941176470589,0.48685491723466406,99,0.27887323943661974,39
lasha,google/gemma-3-4b-it,google_gemma-3-4b-it,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,5,362,356,6,6,0,252,520,89,0.32642487046632124,0.7390029325513197,0.4528301886792453,132,640,197,0.17098445595854922,0.4012158054711246,0.23978201634877383,253,440,89,0.36507936507936506,0.7397660818713451,0.4888888888888889,100,0.2808988764044944,40
lasha,openai/gpt-5.4,openai_gpt-5.4,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,1,362,362,0,0,0,280,144,66,0.660377358490566,0.8092485549132948,0.7272727272727273,221,203,116,0.5212264150943396,0.655786350148368,0.580814717477004,282,140,65,0.6682464454976303,0.8126801152737753,0.7334200260078023,231,0.638121546961326,82
lasha,openai/gpt-5.4,openai_gpt-5.4,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,2,362,362,0,0,0,279,143,67,0.6611374407582938,0.8063583815028902,0.7265625,218,204,118,0.5165876777251185,0.6488095238095238,0.575197889182058,281,138,66,0.6706443914081146,0.8097982708933718,0.7336814621409922,226,0.6243093922651933,79
lasha,openai/gpt-5.4,openai_gpt-5.4,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,3,362,362,0,0,0,279,135,65,0.6739130434782609,0.811046511627907,0.7361477572559367,219,195,116,0.5289855072463768,0.6537313432835821,0.5847797062750334,280,133,64,0.6779661016949152,0.813953488372093,0.7397622192866579,232,0.6408839779005525,82
lasha,openai/gpt-5.4,openai_gpt-5.4,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,4,362,362,0,0,0,283,142,63,0.6658823529411765,0.8179190751445087,0.7341115434500648,218,207,117,0.5129411764705882,0.6507462686567164,0.5736842105263158,285,138,62,0.6737588652482269,0.8213256484149856,0.7402597402597403,232,0.6408839779005525,82
lasha,openai/gpt-5.4,openai_gpt-5.4,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,5,362,362,0,0,0,283,154,61,0.6475972540045767,0.8226744186046512,0.7247119078104993,215,222,118,0.4919908466819222,0.6456456456456456,0.5584415584415584,285,151,60,0.6536697247706422,0.8260869565217391,0.7298335467349552,226,0.6243093922651933,81
lasha,openai/gpt-5.4-mini,openai_gpt-5.4-mini,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,1,362,362,0,0,0,270,321,76,0.45685279187817257,0.7803468208092486,0.576307363927428,181,410,152,0.3062605752961083,0.5435435435435435,0.3917748917748918,271,305,75,0.4704861111111111,0.7832369942196532,0.5878524945770065,158,0.43646408839779005,52
lasha,openai/gpt-5.4-mini,openai_gpt-5.4-mini,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,2,362,362,0,0,0,289,331,69,0.4661290322580645,0.8072625698324022,0.591002044989775,196,424,140,0.3161290322580645,0.5833333333333334,0.4100418410041841,290,312,68,0.48172757475083056,0.8100558659217877,0.6041666666666666,167,0.4613259668508287,50
lasha,openai/gpt-5.4-mini,openai_gpt-5.4-mini,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,3,362,362,0,0,0,276,315,73,0.467005076142132,0.7908309455587392,0.5872340425531914,183,408,150,0.3096446700507614,0.5495495495495496,0.3961038961038961,277,302,72,0.4784110535405872,0.7936962750716332,0.5969827586206896,161,0.4447513812154696,52
lasha,openai/gpt-5.4-mini,openai_gpt-5.4-mini,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,4,362,362,0,0,0,266,328,79,0.4478114478114478,0.7710144927536232,0.5665601703940362,184,410,148,0.30976430976430974,0.5542168674698795,0.39740820734341253,268,313,78,0.4612736660929432,0.7745664739884393,0.5782092772384034,166,0.4585635359116022,52
lasha,openai/gpt-5.4-mini,openai_gpt-5.4-mini,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,5,362,362,0,0,0,277,345,70,0.4453376205787781,0.7982708933717579,0.5717234262125903,191,431,141,0.3070739549839228,0.5753012048192772,0.40041928721174,278,329,69,0.45799011532125206,0.8011527377521613,0.5828092243186582,161,0.4447513812154696,50
lasha,openai/gpt-oss-20b,openai_gpt-oss-20b,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,1,362,361,0,1,0,233,187,99,0.5547619047619048,0.7018072289156626,0.6196808510638298,168,252,155,0.4,0.5201238390092879,0.4522207267833109,233,181,99,0.5628019323671497,0.7018072289156626,0.6246648793565683,190,0.5263157894736842,75
lasha,openai/gpt-oss-20b,openai_gpt-oss-20b,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,2,362,361,0,1,0,223,183,113,0.5492610837438424,0.6636904761904762,0.601078167115903,164,242,163,0.4039408866995074,0.5015290519877675,0.44747612551159616,224,177,112,0.5586034912718204,0.6666666666666666,0.6078697421981004,185,0.5124653739612188,76
lasha,openai/gpt-oss-20b,openai_gpt-oss-20b,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,3,362,362,0,0,0,238,175,102,0.576271186440678,0.7,0.6321381142098274,167,246,163,0.4043583535108959,0.5060606060606061,0.44952893674293404,238,171,102,0.5819070904645477,0.7,0.6355140186915887,190,0.5248618784530387,76
lasha,openai/gpt-oss-20b,openai_gpt-oss-20b,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,4,362,361,0,1,0,223,162,110,0.5792207792207792,0.6696696696696697,0.6211699164345403,161,224,165,0.41818181818181815,0.4938650306748466,0.45288326300984527,223,161,110,0.5807291666666666,0.6696696696696697,0.6220362622036262,186,0.5152354570637119,76
lasha,openai/gpt-oss-20b,openai_gpt-oss-20b,Alternative_KB;Ettore_KB;Jorryt_KB;Lasha_KB;Stefan_KB,5,362,362,0,0,0,235,183,103,0.562200956937799,0.6952662721893491,0.6216931216931217,167,251,164,0.39952153110047844,0.5045317220543807,0.4459279038718291,235,182,103,0.5635491606714629,0.6952662721893491,0.6225165562913907,189,0.5220994475138122,76
